,google_url,place_name,total_rating,place_category,total_reviews,cost,address,district,eat_in,to_go_1,to_go_2,delivery,opening_hours,website,phone,close,place_acquisition_date,file_name_1,file_name_2
21403,https://www.google.com.tw/maps/place/%E6%98%8E%E9%B3%B3%E5%B1%85/data=!4m7!3m6!1s0x3442aa7561b34ad1:0x54cba2138cd4b07a!8m2!3d24.9832751!4d121.562289!16s%2Fg%2F1tjkch3n!19sChIJ0UqzYXWqQjQRerDUjBOiy1Q?authuser=0&hl=zh-TW&rclk=1,明鳳居,4.1,小餐館 (Bistro),204.0,$$, 116台北市文山區興隆路四段189號,Plus Code: XHM6+8W 文山區 台北市,1,1,0,0,星期二、11:30 到 14:00、16:30 到 19:30; 星期三、11:30 到 14:00、16:30 到 19:30; 星期四、11:30 到 14:00、16:30 到 19:30; 星期五、11:30 到 14:00、16:30 到 19:30; 星期六、11:30 到 14:00、16:30 到 19:30; 星期日、11:30 到 14:00、16:30 到 19:30; 星期一、休息. 隱藏本週營業時間,, 02 2937 2803,,2022-11-22,21403,21403_明鳳居
21453,https://www.google.com.tw/maps/place/%E6%B1%9F%E5%AA%BD%E5%AA%BD%E7%9A%84%E9%A3%AF/data=!4m7!3m6!1s0x3442aa1d65f886bb:0xa1492ce7bcee471d!8m2!3d25.0021529!4d121.5380599!16s%2Fg%2F11clwxbxnn!19sChIJu4b4ZR2qQjQRHUfuvOcsSaE?authuser=0&hl=zh-TW&rclk=1,江媽媽的飯,3.8,食堂與定食餐廳,48.0,, 116台北市文山區羅斯福路五段218巷6弄8號,Plus Code: 2G2Q+V6 文山區 台北市,1,1,0,0,星期二、17:30 到 21:00; 星期三、17:30 到 21:00; 星期四、17:30 到 21:00; 星期五、17:30 到 21:00; 星期六、17:30 到 21:00; 星期日、休息; 星期一、17:30 到 21:00. 隱藏本週營業時間,https://www.facebook.com/jiangmama/,,,2022-11-22,21453,21453_江媽媽的
21566,https://www.google.com.tw/maps/place/%E7%86%8A%E6%84%9B%E5%AE%B6%E8%B2%9D%E6%9E%9CBagel%E5%B0%88%E8%B3%A3%26%E7%AC%AC%E5%85%AB%E5%8F%A3%E9%B3%B3%E6%A2%A8%E9%85%A5(%E8%88%88%E9%9A%86%E5%B8%82%E5%A0%B471%E6%94%A4)/data=!4m7!3m6!1s0x3442ab75139b3f41:0xfad978214fff8d79!8m2!3d25.0001194!4d121.5471885!16s%2Fg%2F11j13384mr!19sChIJQT-bE3WrQjQReY3_TyF42fo?authuser=0&hl=zh-TW&rclk=1,熊愛家貝果Bagel專賣&第八口鳳梨酥(興隆市場71攤),4.8,麵包圈店,60.0,, 116台北市文山區興隆路二段97號71攤（正後門口,Plus Code: 2G2W+2V 文山區 台北市,0,1,0,0,星期二、09:00 到 17:00; 星期三、09:00 到 17:00; 星期四、09:00 到 17:00; 星期五、09:00 到 17:00; 星期六、09:00 到 17:00; 星期日、09:00 到 17:00; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/%E7%86%8A%E6%84%9B%E5%AE%B6%E8%B2%9D%E6%9E%9C-1594074787310933/,,,2022-11-22,21566,21566_熊愛家貝
21689,https://www.google.com.tw/maps/place/%E8%91%89%E8%A8%98%E9%B4%A8%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442aa774d0ec869:0x218b19ad5327d73!8m2!3d24.98767!4d121.570419!16s%2Fg%2F11dxpfj1gn!19sChIJacgOTXeqQjQRc30y1ZqxGAI?authuser=0&hl=zh-TW&rclk=1,葉記鴨肉飯,4.2,食堂與定食餐廳,301.0,$, 116台北市文山區指南路一段60號,Plus Code: XHQC+35 文山區 台北市,1,1,0,0,星期二、11:30 到 14:00、17:00 到 20:00; 星期三、11:30 到 14:00、17:00 到 20:00; 星期四、11:30 到 14:00、17:00 到 20:00; 星期五、11:30 到 14:00、17:00 到 20:00; 星期六、11:30 到 14:00、17:00 到 20:00; 星期日、休息; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/%E8%91%89%E8%A8%98%E9%B4%A8%E8%82%89%E9%A3%AF-1224651090982745/, 02 2937 6169,,2022-11-22,21689,21689_葉記鴨肉
21780,https://www.google.com.tw/maps/place/%E5%8F%B0%E5%AE%A2%E9%BA%BB%E8%BE%A3%E7%87%99-+%E6%96%87%E5%B1%B1%E5%BA%97/data=!4m7!3m6!1s0x3442abf43cf7e119:0xe3d7e67d5d85f0e!8m2!3d25.0004806!4d121.5499903!16s%2Fg%2F11tcqj5w5w!19sChIJGeH3PPSrQjQRDl_Y1Wd-PQ4?authuser=0&hl=zh-TW&rclk=1,台客麻辣燙- 文山店,4.5,小餐館 (Bistro),36.0,, 116台北市文山區興隆路二段96巷2-4號1樓,Plus Code: 2G2X+5X 文山區 台北市,1,0,1,0,星期二、18:00 到 02:00; 星期三、18:00 到 02:00; 星期四、18:00 到 02:00; 星期五、18:00 到 02:00; 星期六、18:00 到 02:00; 星期日、18:00 到 02:00; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/SpicyWenshan, 0966 978 585,,2022-11-22,21780,21780_台客麻辣
21976,https://www.google.com.tw/maps/place/%E5%91%B7%E5%A4%A9%E4%B8%8B%E6%B8%85%E7%B2%A5%E5%B0%8F%E8%8F%9C/data=!4m7!3m6!1s0x3442abdcc5c077f5:0x2492c1eabc9cb5c1!8m2!3d24.9835309!4d121.567119!16s%2Fg%2F11t6357rng!19sChIJ9XfAxdyrQjQRwbWcvOrBkiQ?authuser=0&hl=zh-TW&rclk=1,呷天下清粥小菜,4.6,小餐館 (Bistro),14.0,, 116台北市文山區木新路二段226號1樓,Plus Code: XHM8+CR 文山區 台北市,1,1,0,0,星期二、11:00 到 00:00; 星期三、11:00 到 00:00; 星期四、11:00 到 00:00; 星期五、11:00 到 00:00; 星期六、11:00 到 00:00; 星期日、11:00 到 00:00; 星期一、11:00 到 00:00. 隱藏本週營業時間,, 0920 150 910,,2022-11-22,21976,21976_呷天下清
22229,https://www.google.com.tw/maps/place/%E6%B1%A0%E4%B8%8A%E6%9C%A8%E7%89%87%E4%BE%BF%E7%95%B6%E6%99%AF%E7%BE%8E%E5%BA%97/data=!4m7!3m6!1s0x3442aa0061ba9ea7:0xf96325477aac598d!8m2!3d24.9907463!4d121.5397365!16s%2Fg%2F1tgnpbt6!19sChIJp566YQCqQjQRjVmsekclY_k?authuser=0&hl=zh-TW&rclk=1,池上木片便當景美店,3.8,小餐館 (Bistro),73.0,$, 116台北市文山區羅斯福路六段300號,Plus Code: XGRQ+7V 文山區 台北市,1,1,0,1,星期二、10:30 到 14:00、16:30 到 19:45; 星期三、10:30 到 14:00、16:30 到 19:45; 星期四、10:30 到 14:00、16:30 到 19:45; 星期五、10:30 到 14:00、16:30 到 19:45; 星期六、10:30 到 14:00、16:30 到 19:45; 星期日、休息; 星期一、10:30 到 14:00、16:30 到 19:45. 隱藏本週營業時間,https://www.chishang.com.tw/, 02 8663 1306,,2022-11-22,22229,22229_池上木片
22338,https://www.google.com.tw/maps/place/%E5%AE%A2%E5%AE%B6%E7%89%9B%E8%82%89%E9%BA%B5%E6%9D%BF%E6%A2%9D/data=!4m7!3m6!1s0x3442ab4d60e39caf:0x78739c3d912b886d!8m2!3d25.028258!4d121.568749!16s%2Fg%2F11h3_zrzfb!19sChIJr5zjYE2rQjQRbYgrkT2cc3g?authuser=0&hl=zh-TW&rclk=1,客家牛肉麵板條,4.0,小餐館 (Bistro),15.0,, 110台北市信義區信義路五段150巷227號1樓,Plus Code: 2HH9+8F 信義區 台北市,1,1,0,0,星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、11:00 到 20:00; 星期日、休息; 星期一、11:00 到 20:00. 隱藏本週營業時間,, 02 2722 5790,,2022-11-22,22338,22338_客家牛肉
22396,https://www.google.com.tw/maps/place/%E8%8D%B7%E8%B1%90%E9%A3%9F%E5%9D%8A/data=!4m7!3m6!1s0x3442abe5a3d734a5:0x9aa994b92b89b945!8m2!3d25.0284426!4d121.5668572!16s%2Fg%2F11f766rpf9!19sChIJpTTXo-WrQjQRRbmJK7mUqZo?authuser=0&hl=zh-TW&rclk=1,荷豐食坊,3.7,食堂與定食餐廳,86.0,, 110台北市信義區莊敬路423巷7弄3號,Plus Code: 2HH8+9P 信義區 台北市,1,1,0,1,星期二、11:30 到 14:00、18:00 到 20:30; 星期三、11:30 到 14:00、18:00 到 20:30; 星期四、11:30 到 14:00、18:00 到 20:30; 星期五、11:30 到 14:00、18:00 到 20:30; 星期六、11:30 到 14:00、18:00 到 20:30; 星期日、休息; 星期一、11:30 到 14:00、18:00 到 20:30. 隱藏本週營業時間,, 02 2729 1856,,2022-11-22,22396,22396_荷豐食坊
22602,https://www.google.com.tw/maps/place/%E5%A5%BD%E4%B8%98+GOOD+CHO's+%E5%8F%B0%E5%8C%97%E6%99%82%E4%BB%A3%E5%BA%97/data=!4m7!3m6!1s0x3442ab0535e9b423:0x14b26af6519bce21!8m2!3d25.0405825!4d121.565036!16s%2Fg%2F11n81zt_z4!19sChIJI7TpNQWrQjQRIc6bUfZqshQ?authuser=0&hl=zh-TW&rclk=1,好丘 GOOD CHO's 台北時代店,3.0,麵包圈店,28.0,, 110台北市信義區忠孝東路五段8號B2室,Plus Code: 2HR8+62 信義區 台北市,0,1,0,0,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 21:30; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 21:30; 星期一、11:00 到 21:30. 隱藏本週營業時間,https://lihi2.cc/A89I3, 0908 559 609,,2022-11-22,22602,22602_好丘 G
22793,https://www.google.com.tw/maps/place/MIOPANE+%E4%BF%A1%E7%BE%A9A8%E5%BA%97/data=!4m7!3m6!1s0x3442aba5684a98cf:0x24b060427794c9bf!8m2!3d25.0385424!4d121.5668926!16s%2Fg%2F11f8jhf82r!19sChIJz5hKaKWrQjQRv8mUd0JgsCQ?authuser=0&hl=zh-TW&rclk=1,MIOPANE 信義A8店,3.9,麵包圈店,99.0,, 110台北市信義區松高路12號,Plus Code: 2HQ8+CQ 信義區 台北市,0,1,0,1,星期二、11:00 到 21:00; 星期三、11:00 到 21:00; 星期四、11:00 到 21:00; 星期五、11:00 到 21:30; 星期六、11:00 到 21:30; 星期日、11:00 到 21:00; 星期一、11:00 到 21:00. 隱藏本週營業時間,http://www.miopane.com/, 02 2723 2529,,2022-11-22,22793,22793_MIOP
22942,https://www.google.com.tw/maps/place/%E9%91%AB%E7%88%BA%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442a9e78c1d4877:0x3d652046ee1ebbc9!8m2!3d25.0538416!4d121.5314281!16s%2Fg%2F11j36j1ljt!19sChIJd0gdjOepQjQRybse7kYgZT0?authuser=0&hl=zh-TW&rclk=1,鑫爺食堂,4.1,小餐館 (Bistro),23.0,, 104台北市中山區一江街38號,Plus Code: 3G3J+GH 中山區 台北市,1,1,0,1,星期二、10:30 到 19:00; 星期三、10:30 到 19:00; 星期四、10:30 到 19:00; 星期五、10:30 到 19:00; 星期六、休息; 星期日、休息; 星期一、10:30 到 19:00. 隱藏本週營業時間,https://bistro-1329.business.site/?utm_source=gmb&utm_medium=referral, 02 2567 9100,,2022-11-29,22942,
22943,https://www.google.com.tw/maps/place/%E7%B1%B3%E9%A6%99%E6%B1%A0%E4%B8%8A%E9%A3%AF%E5%8C%85/data=!4m7!3m6!1s0x3442a960b50c82a5:0x881b999fe9349ff1!8m2!3d25.0541108!4d121.5314119!16s%2Fg%2F11xxhh4kj!19sChIJpYIMtWCpQjQR8Z806Z-ZG4g?authuser=0&hl=zh-TW&rclk=1,米香池上飯包,3.5,小餐館 (Bistro),86.0,$, 10491台北市中山區一江街48號,Plus Code: 3G3J+JH 中山區 台北市,1,1,0,1,星期二、10:00 到 20:00; 星期三、10:00 到 20:00; 星期四、10:00 到 20:00; 星期五、10:00 到 20:00; 星期六、10:00 到 14:00; 星期日、休息; 星期一、10:00 到 20:00. 隱藏本週營業時間,, 02 2511 0660,,2022-11-29,22943,
22948,https://www.google.com.tw/maps/place/Another+Eatery/data=!4m7!3m6!1s0x3442a9dc6e467993:0x24d3722191833568!8m2!3d25.0474517!4d121.5223861!16s%2Fg%2F11rndtnrb0!19sChIJk3lGbtypQjQRaDWDkSFy0yQ?authuser=0&hl=zh-TW&rclk=1,Another Eatery,4.9,小餐館 (Bistro),137.0,, 100台北市中正區天津街9號,Plus Code: 2GWC+XX 中正區 台北市,1,1,0,0,星期二、18:00 到 02:00; 星期三、18:00 到 02:00; 星期四、18:00 到 02:00; 星期五、18:00 到 02:00; 星期六、18:00 到 02:00; 星期日、18:00 到 02:00; 星期一、休息. 隱藏本週營業時間,https://instagram.com/another.eatery, 02 2395 6900,,2022-11-29,22948,
23158,https://www.google.com.tw/maps/place/%E5%85%89%E9%BB%9E%E6%BB%B7%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442abcf52d51a2b:0x2b7e0992f799c88d!8m2!3d25.060321!4d121.5397303!16s%2Fg%2F11s4fp87zt!19sChIJKxrVUs-rQjQRjciZ95IJfis?authuser=0&hl=zh-TW&rclk=1,光點滷肉飯,4.3,小餐館 (Bistro),67.0,, 10491台北市中山區錦州街345號1樓,Plus Code: 3G6Q+4V 中山區 台北市,1,1,0,1,星期二、11:00 到 14:00、17:00 到 20:00; 星期三、11:00 到 14:00、17:00 到 20:00; 星期四、11:00 到 14:00、17:00 到 20:00; 星期五、11:00 到 14:00、17:00 到 20:00; 星期六、休息; 星期日、休息; 星期一、11:00 到 14:00、17:00 到 20:00. 隱藏本週營業時間,https://www.facebook.com/profile.php?id=100082801827755, 02 2500 0116,,2022-11-29,23158,
23198,https://www.google.com.tw/maps/place/%E6%99%B4%E5%85%89%E6%B5%B7%E8%B3%8A%EF%BC%88%E7%87%B4%E9%A3%AF.%E7%82%92%E9%A3%AF.%E6%B5%B7%E9%AE%AE%E7%B2%A5.%E7%83%8F%E9%BE%8D%E6%B9%AF%E9%BA%B5%EF%BC%89/data=!4m7!3m6!1s0x3442a944dd1d1907:0x8740610e8b7bc392!8m2!3d25.0642831!4d121.5242926!16s%2Fg%2F11fxvgds30!19sChIJBxkd3USpQjQRksN7iw5hQIc?authuser=0&hl=zh-TW&rclk=1,晴光海賊（燴飯.炒飯.海鮮粥.烏龍湯麵）,3.1,小餐館 (Bistro),82.0,$, 10491台北市中山區雙城街10號之1號,Plus Code: 3G7F+PP 中山區 台北市,1,1,0,0,星期二、11:00 到 21:00; 星期三、11:00 到 21:00; 星期四、11:00 到 21:00; 星期五、11:00 到 21:00; 星期六、休息; 星期日、11:00 到 21:00; 星期一、11:00 到 21:00. 隱藏本週營業時間,https://bistro-633.business.site/, 02 2597 2000,,2022-11-29,23198,
23323,https://www.google.com.tw/maps/place/%E5%BF%AB%E7%84%B1%E8%87%AA%E5%8A%A9%E9%A4%90%E5%BA%97/data=!4m7!3m6!1s0x3442a9683f5db71b:0xbc85d132f690c9a6!8m2!3d25.0557759!4d121.523855!16s%2Fg%2F11bztd_2hs!19sChIJG7ddP2ipQjQRpsmQ9jLRhbw?authuser=0&hl=zh-TW&rclk=1,快焱自助餐店,4.5,小餐館 (Bistro),76.0,$, 10491台北市中山區中山北路二段59巷20號,Plus Code: 3G4F+8G 中山區 台北市,1,1,0,0,星期二、11:00 到 13:30; 星期三、11:00 到 13:30; 星期四、11:00 到 13:30; 星期五、11:00 到 13:30; 星期六、休息; 星期日、休息; 星期一、11:00 到 13:30. 隱藏本週營業時間,https://www.facebook.com/%E5%BF%AB%E7%84%B1%E8%87%AA%E5%8A%A9%E9%A4%90%E5%BA%97-919495284867448/, 02 2511 9797,,2022-11-29,23323,
23381,https://www.google.com.tw/maps/place/%E8%80%81%E8%94%AC%E9%9B%9E%E9%B9%BD%E6%B0%B4%E9%9B%9E-%E6%99%B4%E5%85%89/data=!4m7!3m6!1s0x3442a94dae030feb:0x9c69759ba564d951!8m2!3d25.0644118!4d121.5242766!16s%2Fg%2F11r0y7bxjj!19sChIJ6w8Drk2pQjQRUdlkpZt1aZw?authuser=0&hl=zh-TW&rclk=1,老蔬雞鹽水雞-晴光,4.8,小餐館 (Bistro),25.0,, 104台北市中山區雙城街夜38號,Plus Code: 3G7F+QP 中山區 台北市,0,0,1,0,星期二、17:30 到 23:00; 星期三、17:30 到 23:00; 星期四、17:30 到 23:00; 星期五、17:30 到 23:00; 星期六、17:30 到 23:00; 星期日、休息; 星期一、17:30 到 23:00. 隱藏本週營業時間,https://www.facebook.com/%E8%80%81%E8%94%AC%E9%9B%9E%E9%B9%BD%E6%B0%B4%E9%9B%9E-%E6%99%B4%E5%85%89%E5%BA%97-108488490577969,,,2022-11-29,23381,
23518,https://www.google.com.tw/maps/place/overthink+%E9%A4%90%E9%A3%B2%E5%B0%8F%E5%90%83%E9%83%A8/data=!4m7!3m6!1s0x3442a9958ac3aafd:0x1600bb8e57b2adda!8m2!3d25.0257848!4d121.5173133!16s%2Fg%2F11rsp8lch1!19sChIJ_arDipWpQjQR2q2yV467ABY?authuser=0&hl=zh-TW&rclk=1,overthink 餐飲小吃部,4.9,小餐館 (Bistro),363.0,, 100台北市中正區廈門街34巷2號,Plus Code: 2GG8+8W 中正區 台北市,1,0,1,1,星期二、11:30 到 14:30、16:30 到 21:00; 星期三、11:30 到 14:30、16:30 到 21:00; 星期四、11:30 到 14:30、16:30 到 21:00; 星期五、11:30 到 14:30、16:30 到 21:00; 星期六、11:30 到 21:00; 星期日、11:30 到 21:00; 星期一、休息. 隱藏本週營業時間,https://linktr.ee/overthink_1991, 02 2369 8188,,2022-11-29,23518,
23598,https://www.google.com.tw/maps/place/%E5%8F%A3%E8%85%94%E5%90%88%E7%88%86+Bon+Boom+Bouche/data=!4m7!3m6!1s0x3442ab13db46281f:0xe8a894f8a7873d68!8m2!3d25.0244732!4d121.5174761!16s%2Fg%2F11gzpht5tw!19sChIJHyhG2xOrQjQRaD2Hp_iUqOg?authuser=0&hl=zh-TW&rclk=1,口腔合爆 Bon Boom Bouche,4.7,小餐館 (Bistro),117.0,, 100台北市中正區廈門街81-1號1樓,Plus Code: 2GF8+QX 中正區 台北市,1,0,1,1,星期二、16:00 到 00:00; 星期三、休息; 星期四、16:00 到 00:00; 星期五、16:00 到 00:00; 星期六、16:00 到 00:00; 星期日、16:00 到 00:00; 星期一、16:00 到 00:00. 隱藏本週營業時間,https://bon-boom-bouche.business.site/, 0988 011 859,,2022-11-29,23598,
23733,https://www.google.com.tw/maps/place/%E9%87%8D%E4%BF%AE%E8%88%8A%E5%A5%BD%EF%BC%88%E7%94%A8%E9%A4%90%E9%A0%90%E7%B4%84%E5%88%B6%EF%BC%89/data=!4m7!3m6!1s0x3442a9e2bbe96957:0xea95e1f94faecbf7!8m2!3d25.0438324!4d121.5165103!16s%2Fg%2F11fmyjkryw!19sChIJV2npu-KpQjQR98uuT_nhleo?authuser=0&hl=zh-TW&rclk=1,重修舊好（用餐預約制）,4.9,食堂與定食餐廳,71.0,, 100台北市中正區南陽街23巷1號,Plus Code: 2GV8+GJ 中正區 台北市,1,0,0,0,星期二、10:30 到 18:30; 星期三、10:30 到 18:30; 星期四、10:30 到 18:30; 星期五、10:30 到 18:30; 星期六、10:30 到 18:30; 星期日、10:30 到 18:30; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/fixfix.jo.good/, 02 2370 7886,,2022-11-29,23733,
23859,https://www.google.com.tw/maps/place/%E9%82%B1%E5%AA%BD%E5%AA%BD%E7%9A%84%E5%BA%97/data=!4m7!3m6!1s0x3442a9b373a72a6b:0x2fcb707c007a62b4!8m2!3d25.0448112!4d121.5160153!16s%2Fg%2F11hz6rvm2d!19sChIJayqnc7OpQjQRtGJ6AHxwyy8?authuser=0&hl=zh-TW&rclk=1,邱媽媽的店,3.5,小餐館 (Bistro),281.0,$, 100台北市中正區南陽街20之1號,Plus Code: 2GV8+WC 中正區 台北市,1,1,0,1,星期二、11:30 到 20:00; 星期三、11:30 到 20:00; 星期四、11:30 到 20:00; 星期五、11:30 到 20:00; 星期六、11:30 到 20:00; 星期日、11:30 到 14:00、17:00 到 20:00; 星期一、11:30 到 20:00. 隱藏本週營業時間,, 02 2388 2586,,2022-11-29,23859,
23937,https://www.google.com.tw/maps/place/%E9%98%BF%E5%9C%8B%E6%B7%B1%E5%A4%9C%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442a9736b277411:0x7704923a30521629!8m2!3d25.0600059!4d121.5247163!16s%2Fg%2F11h71j3l7m!19sChIJEXQna3OpQjQRKRZSMDqSBHc?authuser=0&hl=zh-TW&rclk=1,阿國深夜食堂,4.5,小餐館 (Bistro),199.0,$$, 104台北市中山區錦州街30巷2號,Plus Code: 3G6F+2V 中山區 台北市,1,1,0,0,星期二、18:00 到 00:30; 星期三、18:00 到 00:30; 星期四、18:00 到 00:30; 星期五、18:00 到 00:30; 星期六、18:00 到 00:30; 星期日、休息; 星期一、18:00 到 00:30. 隱藏本週營業時間,https://www.facebook.com/%E9%98%BF%E5%9C%8B%E6%B7%B1%E5%A4%9C%E9%A3%9F%E5%A0%82-383110845602697/, 02 2581 3415,,2022-11-29,23937,
24077,https://www.google.com.tw/maps/place/%E5%90%83%E5%8F%A3%E5%91%B3%E8%B1%AC%E8%85%B3%E9%A3%AF/data=!4m7!3m6!1s0x3442abd92ec72f4d:0x23ae77da038518c3!8m2!3d25.0475259!4d121.540276!16s%2Fg%2F11g_l43hy!19sChIJTS_HLtmrQjQRwxiFA9p3riM?authuser=0&hl=zh-TW&rclk=1,吃口味豬腳飯,4.4,食堂與定食餐廳,212.0,$, 104台北市中山區龍江路8-1號,Plus Code: 2GXR+24 中山區 台北市,1,1,0,0,星期二、11:00 到 13:00、16:30 到 18:00; 星期三、11:00 到 13:00、16:30 到 18:00; 星期四、11:00 到 13:00、16:30 到 18:00; 星期五、11:00 到 13:00、16:30 到 18:00; 星期六、休息; 星期日、休息; 星期一、11:00 到 13:00、16:30 到 18:00. 隱藏本週營業時間,https://www.facebook.com/pages/%E5%90%83%E5%8F%A3%E5%91%B3%E8%B1%AC%E8%85%B3%E9%A3%AF/115339632005909, 02 2771 8088,,2022-11-29,24077,
24087,https://www.google.com.tw/maps/place/%E8%B1%AC%E8%82%9D%E6%A6%AE%E4%BB%94+%E5%8D%97%E6%A9%9F%E5%A0%B4%E7%9B%B4%E7%87%9F%E5%BA%97/data=!4m7!3m6!1s0x3442a93756015ac5:0x9d496a63225132cd!8m2!3d25.0281902!4d121.5062481!16s%2Fg%2F11pcrnrv2m!19sChIJxVoBVjepQjQRzTJRImNqSZ0?authuser=0&hl=zh-TW&rclk=1,豬肝榮仔 南機場直營店,4.5,小餐館 (Bistro),79.0,, 10069台北市中正區中華路二段313巷10號,Plus Code: 2GH4+7F 中正區 台北市,1,1,0,0,星期二、17:00 到 23:00; 星期三、17:00 到 23:00; 星期四、17:00 到 23:00; 星期五、17:00 到 23:00; 星期六、17:00 到 23:00; 星期日、17:00 到 23:00; 星期一、17:00 到 23:00. 隱藏本週營業時間,https://www.facebook.com/%E8%B1%AC%E8%82%9D%E6%A6%AE%E4%BB%94-Rongs-Pork-Liver-257020999509809, 0955 386 183,,2022-11-29,24087,
24222,https://www.google.com.tw/maps/place/%E7%AC%AC%E4%B8%80%E5%AE%B6%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442a97af9c83a73:0x7952aa7deff997cc!8m2!3d25.0433598!4d121.5267962!16s%2Fg%2F1tjwfftd!19sChIJczrI-XqpQjQRzJf5732qUnk?authuser=0&hl=zh-TW&rclk=1,第一家魯肉飯,4.2,食堂與定食餐廳,100.0,, 100台北市中正區杭州南路一段11巷1之1號,Plus Code: 2GVG+8P 中正區 台北市,1,1,0,0,星期二、06:00 到 14:30; 星期三、06:00 到 14:30; 星期四、06:00 到 14:30; 星期五、06:00 到 14:30; 星期六、休息; 星期日、休息; 星期一、06:00 到 14:30. 隱藏本週營業時間,, 02 2397 3103,,2022-11-29,24222,
24744,https://www.google.com.tw/maps/place/MIOPANE+%E7%AB%99%E5%89%8D%E5%BA%97/data=!4m7!3m6!1s0x3442a90313c77131:0x7e997cb4bdcdbb6d!8m2!3d25.0459441!4d121.5153112!16s%2Fg%2F11fd4_cz4j!19sChIJMXHHEwOpQjQRbbvNvbR8mX4?authuser=0&hl=zh-TW&rclk=1,MIOPANE 站前店,3.7,麵包圈店,109.0,, 100台北市中正區忠孝西路一段66號,Plus Code: 2GW8+94 中正區 台北市,0,1,0,1,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 21:30; 星期五、11:00 到 21:30; 星期六、11:00 到 22:00; 星期日、11:00 到 22:00; 星期一、11:00 到 21:30. 隱藏本週營業時間,https://m.facebook.com/miopanetaipei, 02 2375 5258,,2022-11-29,24744,
24752,https://www.google.com.tw/maps/place/%E8%80%81%E5%AA%BD%E5%BB%9A%E6%88%BF/data=!4m7!3m6!1s0x3442a90f5673913d:0xf52152a399fd9a23!8m2!3d25.0174021!4d121.5249283!16s%2Fg%2F11pr2lv_qm!19sChIJPZFzVg-pQjQRI5r9maNSIfU?authuser=0&hl=zh-TW&rclk=1,老媽廚房,4.6,小餐館 (Bistro),27.0,, 100台北市中正區水源路27巷5號1樓,Plus Code: 2G8F+XX 中正區 台北市,1,0,1,1,星期二、11:30 到 14:00、16:30 到 20:00、21:00 到 00:00; 星期三、11:30 到 14:00、16:30 到 20:00、21:00 到 00:00; 星期四、11:30 到 14:00、16:30 到 20:00、21:00 到 00:00; 星期五、11:30 到 14:00、16:30 到 20:00、21:00 到 00:00; 星期六、11:30 到 14:00、16:30 到 20:00、21:00 到 00:00; 星期日、休息; 星期一、11:30 到 14:00、16:30 到 20:00、21:00 到 00:00. 隱藏本週營業時間,, 0968 524 999,,2022-11-29,24752,
24893,https://www.google.com.tw/maps/place/Miss+Energy+%E8%83%BD%E9%87%8F%E5%B0%8F%E5%A7%90+%E5%8F%B0%E5%8C%97%E8%A5%84%E9%99%BD+%E7%9B%B4%E7%87%9F%E9%96%80%E5%B8%82/data=!4m7!3m6!1s0x3442a923cb5b5fcf:0x1e4f70e58d4a2ad0!8m2!3d25.043565!4d121.513625!16s%2Fg%2F11rd976sw1!19sChIJz19byyOpQjQR0CpKjeVwTx4?authuser=0&hl=zh-TW&rclk=1,Miss Energy 能量小姐 台北襄陽 直營門市,4.7,小餐館 (Bistro),170.0,, 100台北市中正區襄陽路35號1樓,Plus Code: 2GV7+CC 中正區 台北市,1,1,0,1,星期二、10:30 到 14:00、15:00 到 19:30; 星期三、10:30 到 14:00、15:00 到 19:30; 星期四、10:30 到 14:00、15:00 到 19:30; 星期五、10:30 到 14:00、15:00 到 19:30; 星期六、休息; 星期日、休息; 星期一、10:30 到 14:00、15:00 到 19:30. 隱藏本週營業時間,https://www.facebook.com/Miss-Energy-%E8%83%BD%E9%87%8F%E5%B0%8F%E5%A7%90-%E7%B2%89%E7%B5%B2%E4%BF%B1%E6%A8%82%E9%83%A8-108095100673237, 02 2382 0931,,2022-11-29,24893,
